# Synthetic firmware Serial HDR/TLM capture generated for Phase 2 dashboard alignment
HDR,t_ms,baro_valid,baro_upd,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_upd,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_upd,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_upd,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_upd,auxvz_seq,a_vertical,est_valid,est_upd,est_seeded,est_seq,est_h,est_v,est_a,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,sea_level_hpa,baro_baseline_hpa,warn_mask
TLM,900,1,1,46,21.510791,1001.263349,100.275813,1,1,46,0.129612,0.140795,9.916558,0.008691,0.015439,0.002114,1,1,46,0.171413,0.170867,9.971804,1,1,46,0.999993,0.001240,0.001936,0.002942,1,1,46,0,1,1,1,46,0,0,0,1,0,0,0,1000,1,1,46,900,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1000,1,1,51,21.511771,1001.255656,100.340476,1,1,51,0.141728,0.136404,99.915733,0.009400,0.014856,0.002337,1,1,51,0.186288,0.164272,99.973547,1,1,51,0.999992,0.001372,0.002149,0.002928,1,1,51,90,1,1,1,51,0.036000,1.800000,90,2,1,1,1,1000,1,1,51,1000,0,1,0,0,1,0,0,0,0,0,60,0,0,0,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1100,1,1,56,21.508647,1001.166671,101.088522,1,1,56,0.153150,0.131600,99.911763,0.010032,0.014220,0.002556,1,1,56,0.199931,0.157086,99.971169,1,1,56,0.999992,0.001503,0.002361,0.002913,1,1,56,90,1,1,1,56,0.756000,10.800000,90,2,1,1,1,1000,1,1,56,1100,0,1,0,0,0,0,0,0,0,0,160,0,0,100,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1200,1,1,61,21.500122,1000.970728,102.735895,1,1,61,0.163821,0.126399,99.904762,0.010583,0.013533,0.002771,1,1,61,0.212257,0.149340,99.964759,1,1,61,0.999991,0.001631,0.002572,0.002897,1,1,61,90,1,1,1,61,2.376000,19.800000,90,2,1,1,1,1000,1,1,61,1200,0,1,0,0,0,0,0,0,0,0,260,0,0,200,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1300,1,1,66,21.486196,1000.667884,105.282540,1,1,66,0.173691,0.120815,99.894933,0.011049,0.012796,0.002981,1,1,66,0.223196,0.141064,99.954507,1,1,66,0.999990,0.001758,0.002783,0.002879,1,1,66,90,1,1,1,66,4.896000,28.800000,90,2,1,1,1,1000,1,1,66,1300,0,1,0,0,0,0,0,1,0,0,360,0,0,300,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1400,1,1,71,21.466869,1000.258224,108.728401,1,1,71,0.182709,0.114866,99.882558,0.011425,0.012014,0.003187,1,1,71,0.232686,0.132293,99.940705,1,1,71,0.999990,0.001883,0.002993,0.002859,1,1,71,90,1,1,1,71,8.316000,37.800000,90,2,1,1,1,1000,1,1,71,1400,0,1,0,0,0,0,0,1,0,0,460,0,0,400,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1500,1,1,76,21.442141,999.741861,113.073428,1,1,76,0.190833,0.108569,99.867995,0.011709,0.011189,0.003388,1,1,76,0.240676,0.123063,99.923733,1,1,76,0.999989,0.002005,0.003201,0.002839,1,1,76,90,1,1,1,76,12.636000,46.800000,90,2,1,1,1,1000,1,1,76,1500,0,1,0,0,0,0,0,1,0,0,560,0,0,500,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1600,1,1,81,21.412012,999.118934,118.317569,1,1,81,0.198022,0.101944,99.851664,0.011898,0.010323,0.003583,1,1,81,0.247130,0.113413,99.904052,1,1,81,0.999988,0.002125,0.003409,0.002817,1,1,81,90,1,1,1,81,17.856000,55.800000,90,2,1,1,1,1000,1,1,81,1600,0,1,0,0,0,0,0,1,0,0,660,0,0,600,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1700,1,1,86,21.376481,998.389612,124.460776,1,1,86,0.204241,0.095011,99.834034,0.011990,0.009421,0.003773,1,1,86,0.252020,0.103380,99.882188,1,1,86,0.999987,0.002242,0.003616,0.002793,1,1,86,90,1,1,1,86,23.976000,64.800000,90,2,1,1,1,1000,1,1,86,1700,0,1,0,0,0,0,0,1,0,0,760,0,0,700,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1800,1,1,91,21.335549,997.554088,131.503001,1,1,91,0.209460,0.087790,99.815615,0.011985,0.008484,0.003956,1,1,91,0.255332,0.093007,99.858723,1,1,91,0.999986,0.002357,0.003821,0.002768,1,1,91,90,1,1,1,91,30.996000,73.800000,90,2,1,1,1,1000,1,1,91,1800,0,1,0,0,0,0,0,1,0,0,860,0,0,800,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,1900,1,1,96,21.289216,996.612585,139.444200,1,1,96,0.213653,0.080304,99.796938,0.011884,0.007517,0.004134,1,1,96,0.257063,0.082335,99.834272,1,1,96,0.999985,0.002469,0.004025,0.002742,1,1,96,90,1,1,1,96,38.916000,82.800000,90,2,1,1,1,1000,1,1,96,1900,0,1,0,0,0,0,0,1,0,0,960,0,0,900,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2000,1,1,101,21.237482,995.565352,148.284329,1,1,101,0.216799,0.072575,99.778540,0.011686,0.006522,0.004304,1,1,101,0.257224,0.071407,99.809471,1,1,101,0.999984,0.002577,0.004228,0.002715,1,1,101,90,1,1,1,101,47.736000,91.800000,90,2,1,1,1,1000,1,1,101,2000,0,1,0,0,0,0,0,1,0,0,1060,0,0,1000,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2100,1,1,106,21.180346,994.412665,158.023348,1,1,106,0.218883,0.064627,99.760954,0.011394,0.005505,0.004468,1,1,106,0.255834,0.060267,99.784958,1,1,106,0.999983,0.002683,0.004430,0.002686,1,1,106,90,1,1,1,106,57.456000,100.800000,90,2,1,1,1,1000,1,1,106,2100,0,1,0,0,0,0,0,1,0,0,1160,0,0,1100,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2200,1,1,111,21.117808,993.154827,168.661218,1,1,111,0.219896,0.056483,99.744684,0.011009,0.004467,0.004624,1,1,111,0.252925,0.048960,99.761357,1,1,111,0.999982,0.002785,0.004630,0.002656,1,1,111,90,1,1,1,111,68.076000,109.800000,90,2,1,1,1,1000,1,1,111,2200,0,1,0,0,0,0,0,1,0,0,1260,0,0,1200,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2300,1,1,116,21.049869,991.792168,180.197904,1,1,116,0.219831,0.048168,99.730201,0.010536,0.003414,0.004774,1,1,116,0.248540,0.037530,99.739262,1,1,116,0.999981,0.002884,0.004828,0.002625,1,1,116,90,1,1,1,116,79.596000,118.800000,90,2,1,1,1,1000,1,1,116,2300,0,1,0,0,0,0,0,1,0,0,1360,0,0,1300,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2400,1,1,121,20.976527,990.325045,192.633370,1,1,121,0.218690,0.039708,99.717922,0.009977,0.002348,0.004915,1,1,121,0.242731,0.026022,99.719218,1,1,121,0.999980,0.002979,0.005025,0.002592,1,1,121,90,1,1,1,121,92.016000,127.800000,90,2,1,1,1,1000,1,1,121,2400,0,1,0,0,0,0,0,1,0,0,1460,0,0,1400,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2500,1,1,126,20.897784,988.753842,205.967587,1,1,126,0.216477,0.031128,99.708201,0.009337,0.001273,0.005049,1,1,126,0.235560,0.014482,99.701709,1,1,126,0.999978,0.003071,0.005221,0.002558,1,1,126,90,1,1,1,126,105.336000,136.800000,90,2,1,1,1,1000,1,1,126,2500,0,1,0,0,0,0,0,1,0,0,1560,0,0,1500,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2600,1,1,131,20.813640,987.078967,220.200525,1,1,131,0.213204,0.022453,99.701319,0.008622,0.000194,0.005174,1,1,131,0.227098,0.002954,99.687149,1,1,131,0.999977,0.003159,0.005414,0.002523,1,1,131,90,1,1,1,131,119.556000,145.800000,90,2,1,1,1,1000,1,1,131,2600,0,1,0,0,0,0,0,1,0,0,1660,0,0,1600,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2700,1,1,136,20.724093,985.300858,235.332159,1,1,136,0.208887,0.013711,99.697473,0.007836,-0.000885,0.005292,1,1,136,0.217424,-0.008517,99.675865,1,1,136,0.999976,0.003243,0.005606,0.002487,1,1,136,90,1,1,1,136,134.676000,154.800000,90,2,1,1,1,1000,1,1,136,2700,0,1,0,0,0,0,0,1,0,0,1760,0,0,1700,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2800,1,1,141,20.629144,983.419977,251.362463,1,1,141,0.203547,0.004927,99.696775,0.006988,-0.001962,0.005401,1,1,141,0.206624,-0.019888,99.668093,1,1,141,0.999975,0.003323,0.005796,0.002449,1,1,141,90,1,1,1,141,150.696000,163.800000,90,2,1,1,1,1000,1,1,141,2800,0,1,0,0,0,0,0,1,0,0,1860,0,0,1800,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,2900,1,1,146,20.528793,981.436812,268.291419,1,1,146,0.197209,-0.003872,99.699244,0.006083,-0.003031,0.005501,1,1,146,0.194790,-0.031114,99.663973,1,1,146,0.999973,0.003399,0.005984,0.002410,1,1,146,90,1,1,1,146,167.616000,172.800000,90,2,1,1,1,1000,1,1,146,2900,0,1,0,0,0,0,0,1,0,0,1960,0,0,1900,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3000,1,1,151,20.423039,979.351877,286.119006,1,1,151,0.189906,-0.012659,99.704810,0.005129,-0.004090,0.005592,1,1,151,0.182019,-0.042155,99.663544,1,1,151,0.999972,0.003470,0.006171,0.002370,1,1,151,90,1,1,1,151,185.436000,181.800000,90,2,1,1,1,1000,1,1,151,3000,0,1,0,0,0,0,0,1,0,0,2060,0,0,2000,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3100,1,1,156,20.311884,977.165712,304.845211,1,1,156,0.181673,-0.021408,99.713313,0.004133,-0.005133,0.005675,1,1,156,0.168413,-0.052969,99.666749,1,1,156,0.999971,0.003538,0.006355,0.002329,1,1,156,90,1,1,1,156,204.156000,190.800000,90,2,1,1,1,1000,1,1,156,3100,0,1,0,0,0,0,0,1,0,0,2160,0,0,2100,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3200,1,1,161,20.195326,974.878884,324.470021,1,1,161,0.172550,-0.030092,99.724506,0.003103,-0.006159,0.005748,1,1,161,0.154077,-0.063516,99.673429,1,1,161,0.999970,0.003601,0.006537,0.002287,1,1,161,90,1,1,1,161,223.776000,199.800000,90,2,1,1,1,1000,1,1,161,3200,0,1,0,0,0,0,0,1,0,0,2260,0,0,2200,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3300,1,1,166,20.073366,972.491982,344.993425,1,1,166,0.162581,-0.038685,99.738067,0.002049,-0.007162,0.005812,1,1,166,0.139120,-0.073758,99.683341,1,1,166,0.999968,0.003660,0.006717,0.002244,1,1,166,90,1,1,1,166,244.296000,208.800000,90,2,1,1,1,1000,1,1,166,3300,0,1,0,0,0,0,0,1,0,0,2360,0,0,2300,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3400,1,1,171,19.946003,970.005622,366.415418,1,1,171,0.151816,-0.047161,99.753606,0.000978,-0.008139,0.005867,1,1,171,0.123650,-0.083659,99.696152,1,1,171,0.999967,0.003714,0.006895,0.002200,1,1,171,90,1,1,1,171,265.716000,217.800000,90,2,1,1,1,1000,1,1,171,3400,0,1,0,0,0,0,0,1,0,0,2460,0,0,2400,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3500,1,1,176,19.813237,967.420446,388.735994,1,1,176,0.140308,-0.055495,99.770674,-0.000101,-0.009087,0.005913,1,1,176,0.107777,-0.093184,99.711463,1,1,176,0.999966,0.003764,0.007071,0.002154,1,1,176,90,1,1,1,176,288.036000,226.800000,90,2,1,1,1,1000,1,1,176,3500,0,1,0,0,0,0,0,1,0,0,2560,0,0,2500,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3600,1,1,181,19.675069,964.737118,411.955153,1,1,181,0.128113,-0.063661,99.788779,-0.001179,-0.010003,0.005949,1,1,181,0.091610,-0.102300,99.728811,1,1,181,0.999964,0.003809,0.007244,0.002108,1,1,181,90,1,1,1,181,311.256000,235.800000,90,2,1,1,1,1000,1,1,181,3600,0,1,0,0,0,0,0,1,0,0,2660,0,0,2600,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3700,1,1,186,19.531498,961.956329,436.072896,1,1,186,0.115290,-0.071634,99.807400,-0.002248,-0.010882,0.005975,1,1,186,0.075256,-0.110976,99.747685,1,1,186,0.999963,0.003849,0.007415,0.002060,1,1,186,90,1,1,1,186,335.376000,244.800000,90,2,1,1,1,1000,1,1,186,3700,0,1,0,0,0,0,0,1,0,0,2760,0,0,2700,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3800,1,1,191,19.382525,959.078794,461.089229,1,1,191,0.101902,-0.079390,99.825998,-0.003298,-0.011722,0.005992,1,1,191,0.058822,-0.119184,99.767546,1,1,191,0.999962,0.003885,0.007584,0.002012,1,1,191,90,1,1,1,191,360.396000,253.800000,90,2,1,1,1,1000,1,1,191,3800,0,1,0,0,0,0,0,1,0,0,2860,0,0,2800,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,3900,1,1,196,19.228148,956.105250,487.004158,1,1,196,0.088015,-0.086907,99.844039,-0.004322,-0.012520,0.006000,1,1,196,0.042410,-0.126897,99.787835,1,1,196,0.999960,0.003916,0.007750,0.001962,1,1,196,90,1,1,1,196,386.316000,262.800000,90,2,1,1,1,1000,1,1,196,3900,0,1,0,0,0,0,0,1,0,0,2960,0,0,2900,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4000,1,1,201,19.068369,953.036459,513.817693,1,1,201,0.073697,-0.094160,99.861002,-0.005310,-0.013273,0.005997,1,1,201,0.026117,-0.134092,99.807995,1,1,201,0.999959,0.003942,0.007914,0.001912,1,1,201,90,1,1,1,201,413.136000,271.800000,90,2,1,1,1,1000,1,1,201,4000,0,1,0,0,0,0,0,1,0,0,3060,0,0,3000,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4100,1,1,206,18.903187,949.873208,541.529849,1,1,206,0.059019,-0.101129,99.876399,-0.006256,-0.013978,0.005986,1,1,206,0.010039,-0.140746,99.827483,1,1,206,0.999958,0.003964,0.008075,0.001860,1,1,206,90,1,1,1,206,440.856000,280.800000,90,2,1,1,1,1000,1,1,206,4100,0,1,0,0,0,0,0,1,0,0,3160,0,0,3100,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4200,1,1,211,18.732601,946.616306,570.140640,1,1,211,0.044051,-0.107792,99.889784,-0.007151,-0.014633,0.005964,1,1,211,-0.005736,-0.146842,99.845785,1,1,211,0.999957,0.003980,0.008233,0.001808,1,1,211,90,1,1,1,211,469.476000,289.800000,90,2,1,1,1,1000,1,1,211,4200,0,1,0,0,0,0,0,1,0,0,3260,0,0,3200,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4300,1,1,216,18.556612,943.266584,599.650085,1,1,216,0.028867,-0.114129,99.900772,-0.007988,-0.015235,0.005933,1,1,216,-0.021125,-0.152361,99.862433,1,1,216,0.999955,0.003992,0.008389,0.001755,1,1,216,90,1,1,1,216,498.996000,298.800000,90,2,1,1,1,1000,1,1,216,4300,0,1,0,0,0,0,0,1,0,0,3360,0,0,3300,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4400,1,1,221,18.375220,939.824897,630.058207,1,1,221,0.013542,-0.120121,99.909047,-0.008761,-0.015783,0.005893,1,1,221,-0.036052,-0.157291,99.877014,1,1,221,0.999954,0.003999,0.008542,0.001701,1,1,221,90,1,1,1,221,529.416000,307.800000,90,2,1,1,1,1000,1,1,221,4400,0,1,0,0,0,0,0,1,0,0,3460,0,0,3400,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4500,1,1,226,18.188425,936.292123,661.365027,1,1,226,-0.001850,-0.125749,99.914369,-0.009462,-0.016273,0.005843,1,1,226,-0.050445,-0.161620,99.889184,1,1,226,0.999953,0.004001,0.008693,0.001646,1,1,226,90,1,1,1,226,560.736000,316.800000,90,2,1,1,1,1000,1,1,226,4500,0,1,0,0,0,0,0,1,0,0,3560,0,0,3500,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4600,1,1,231,17.996494,932.674164,693.526033,1,1,231,-0.017232,-0.130998,-11.437424,-0.010087,-0.016705,0.005784,1,1,231,-0.064241,-0.165339,-11.455337,1,1,231,0.999952,0.003998,0.008840,0.001591,1,1,231,-21.354010,1,1,1,231,592.911458,323.572920,-21.354010,2,1,1,1,1000,1,1,231,4600,0,1,0,0,0,1,0,1,0,0,3660,50,0,3600,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,1013.250000,1001.100000,0
TLM,4700,1,1,236,17.804240,929.061723,725.738933,1,1,236,-0.032530,-0.135850,-12.529326,-0.010631,-0.017077,0.005715,1,1,236,-0.077385,-0.168442,-12.539665,1,1,236,0.999950,0.003990,0.008985,0.001534,1,1,236,-22.444960,1,1,1,236,625.140056,321.409303,-22.444960,2,1,1,3,1090,1,1,236,4700,0,1,1,0,0,0,0,1,0,1,3760,150,0,3700,40,1,0.090000,4122.995951,2964.775361,3045.240924,1077.755027,3048,3045.240924,2.759076,1013.250000,1001.100000,0
TLM,4800,1,1,241,17.613366,925.486478,757.720163,1,1,241,-0.047669,-0.140291,-15.411083,-0.011088,-0.017388,0.005638,1,1,241,-0.089828,-0.170926,-15.413674,1,1,241,0.999949,0.003977,0.009127,0.001477,1,1,241,-25.322623,1,1,1,241,657.138195,318.991229,-25.322623,2,1,1,3,1240,1,1,241,4800,0,1,1,0,0,0,0,1,0,1,3860,250,0,3800,140,1,0.240000,4118.272483,2978.156993,3045.247728,1073.024754,3048,3045.247728,2.752272,1013.250000,1001.100000,0
TLM,4900,1,1,246,17.424040,921.951302,789.441474,1,1,246,-0.062574,-0.144308,-18.174401,-0.011456,-0.017635,0.005551,1,1,246,-0.101527,-0.172789,-18.169199,1,1,246,0.999948,0.003959,0.009266,0.001419,1,1,246,-28.078822,1,1,1,246,688.877593,316.292571,-28.078822,2,1,1,3,1390,1,1,246,4900,0,1,1,0,0,0,0,1,0,1,3960,350,0,3900,240,1,0.390000,4109.007610,2989.031914,3045.254549,1063.753061,3048,3045.254549,2.745451,1013.250000,1001.100000,0
TLM,5000,1,1,251,17.236427,918.458925,820.875608,1,1,251,-0.077172,-0.147888,-20.806565,-0.011730,-0.017820,0.005456,1,1,251,-0.112449,-0.174034,-20.793658,1,1,251,0.999947,0.003937,0.009401,0.001361,1,1,251,-30.701049,1,1,1,251,720.330957,313.326238,-30.701049,2,1,1,3,1540,1,1,251,5000,0,1,1,0,0,0,0,1,1,1,4060,450,0,4000,340,1,0.540000,4095.366442,2997.444357,3045.261387,1050.105054,3048,3045.261387,2.738613,1013.250000,1001.100000,0
TLM,5100,1,1,256,17.050682,915.011890,851.996673,1,1,256,-0.091393,-0.151022,-23.296489,-0.011910,-0.017940,0.005352,1,1,256,-0.122567,-0.174665,-23.276095,1,1,256,0.999946,0.003909,0.009534,0.001302,1,1,256,-33.178503,1,1,1,256,751.472354,310.106289,-33.178503,2,1,1,3,1690,1,1,256,5100,0,1,1,0,0,0,0,1,1,1,4160,550,0,4100,440,1,0.690000,4077.534670,3003.448010,3045.268242,1032.266427,3048,3045.268242,2.731758,1013.250000,1001.100000,0
TLM,5200,1,1,261,16.866952,911.612549,882.780242,1,1,261,-0.105166,-0.153698,-25.634797,-0.011994,-0.017996,0.005239,1,1,261,-0.131860,-0.174687,-25.607260,1,1,261,0.999945,0.003877,0.009664,0.001242,1,1,261,-35.502168,1,1,1,261,782.277317,306.647757,-35.502168,2,1,1,3,1840,1,1,261,5200,0,1,1,0,0,0,0,1,1,1,4260,650,0,4200,540,1,0.840000,4055.716497,3007.105455,3045.275115,1010.441382,3048,3045.275115,2.724885,1013.250000,1001.100000,0
