# Synthetic firmware Serial HDR/TLM capture generated for Phase 2 dashboard alignment
HDR,t_ms,baro_valid,baro_upd,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_upd,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_upd,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_upd,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_upd,auxvz_seq,a_vertical,est_valid,est_upd,est_seeded,est_seq,est_h,est_v,est_a,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,sea_level_hpa,baro_baseline_hpa,warn_mask
TLM,900,1,1,46,21.510791,1001.279755,100.137907,1,1,46,0.106046,0.105596,9.886583,0.008691,0.015439,0.002114,1,1,46,0.147847,0.135668,9.941828,1,1,46,0.999996,0.000930,0.001613,0.001961,1,1,46,0,1,1,1,46,0,0,0,1,0,0,0,1000,1,1,46,900,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1000,1,1,51,21.511855,1001.275432,100.174238,1,1,51,0.115959,0.102303,64.885983,0.009400,0.014856,0.002337,1,1,51,0.160520,0.130171,64.943797,1,1,51,0.999996,0.001029,0.001791,0.001952,1,1,51,55,1,1,1,51,0.022000,1.100000,55,2,1,1,1,1000,1,1,51,1000,0,1,0,0,1,0,0,0,0,0,60,0,0,0,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1100,1,1,56,21.510411,1001.221422,100.628261,1,1,56,0.125304,0.098700,64.883096,0.010032,0.014220,0.002556,1,1,56,0.172085,0.124186,64.942502,1,1,56,0.999996,0.001127,0.001967,0.001942,1,1,56,55,1,1,1,56,0.462000,6.600000,55,2,1,1,1,1000,1,1,56,1100,0,1,0,0,0,0,0,0,0,0,160,0,0,100,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1200,1,1,61,21.505666,1001.102031,101.631948,1,1,61,0.134036,0.094799,64.878004,0.010583,0.013533,0.002771,1,1,61,0.182472,0.117740,64.938001,1,1,61,0.999995,0.001224,0.002144,0.001931,1,1,61,55,1,1,1,61,1.452000,12.100000,55,2,1,1,1,1000,1,1,61,1200,0,1,0,0,0,0,0,0,0,0,260,0,0,200,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1300,1,1,66,21.497620,1000.917284,103.185270,1,1,66,0.142111,0.090611,64.870856,0.011049,0.012796,0.002981,1,1,66,0.191616,0.110860,64.930430,1,1,66,0.999995,0.001319,0.002319,0.001919,1,1,66,55,1,1,1,66,2.992000,17.600000,55,2,1,1,1,1000,1,1,66,1300,0,1,0,0,0,0,0,1,0,0,360,0,0,300,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1400,1,1,71,21.486273,1000.667211,105.288201,1,1,71,0.149490,0.086149,64.861856,0.011425,0.012014,0.003187,1,1,71,0.199466,0.103577,64.920003,1,1,71,0.999994,0.001412,0.002494,0.001906,1,1,71,55,1,1,1,71,5.082000,23.100000,55,2,1,1,1,1000,1,1,71,1400,0,1,0,0,0,0,0,1,0,0,460,0,0,400,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1500,1,1,76,21.471625,1000.351856,107.940714,1,1,76,0.156136,0.081427,64.851265,0.011709,0.011189,0.003388,1,1,76,0.205979,0.095921,64.907002,1,1,76,0.999994,0.001504,0.002668,0.001892,1,1,76,55,1,1,1,76,7.722000,28.600000,55,2,1,1,1,1000,1,1,76,1500,0,1,0,0,0,0,0,1,0,0,560,0,0,500,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1600,1,1,81,21.453676,999.971272,111.142785,1,1,81,0.162018,0.076458,64.839387,0.011898,0.010323,0.003583,1,1,81,0.211126,0.087927,64.891775,1,1,81,0.999993,0.001594,0.002841,0.001878,1,1,81,55,1,1,1,81,10.912000,34.100000,55,2,1,1,1,1000,1,1,81,1600,0,1,0,0,0,0,0,1,0,0,660,0,0,600,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1700,1,1,86,21.432425,999.525522,114.894388,1,1,86,0.167106,0.071258,64.826566,0.011990,0.009421,0.003773,1,1,86,0.214885,0.079628,64.874720,1,1,86,0.999992,0.001682,0.003013,0.001862,1,1,86,55,1,1,1,86,14.652000,39.600000,55,2,1,1,1,1000,1,1,86,1700,0,1,0,0,0,0,0,1,0,0,760,0,0,700,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1800,1,1,91,21.407873,999.014680,119.195501,1,1,91,0.171376,0.065843,64.813170,0.011985,0.008484,0.003956,1,1,91,0.217248,0.071060,64.856278,1,1,91,0.999992,0.001768,0.003184,0.001846,1,1,91,55,1,1,1,91,18.942000,45.100000,55,2,1,1,1,1000,1,1,91,1800,0,1,0,0,0,0,0,1,0,0,860,0,0,800,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,1900,1,1,96,21.380020,998.438829,124.046100,1,1,96,0.174807,0.060228,64.799587,0.011884,0.007517,0.004134,1,1,96,0.218217,0.062259,64.836921,1,1,96,0.999991,0.001852,0.003354,0.001828,1,1,96,55,1,1,1,96,23.782000,50.600000,55,2,1,1,1,1000,1,1,96,1900,0,1,0,0,0,0,0,1,0,0,960,0,0,900,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2000,1,1,101,21.348866,997.798063,129.446164,1,1,101,0.177381,0.054432,64.786207,0.011686,0.006522,0.004304,1,1,101,0.217806,0.053264,64.817137,1,1,101,0.999990,0.001933,0.003523,0.001810,1,1,101,55,1,1,1,101,29.172000,56.100000,55,2,1,1,1,1000,1,1,101,2000,0,1,0,0,0,0,0,1,0,0,1060,0,0,1000,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2100,1,1,106,21.314410,997.092486,135.395674,1,1,106,0.179086,0.048470,64.773416,0.011394,0.005505,0.004468,1,1,106,0.216037,0.044111,64.797420,1,1,106,0.999990,0.002012,0.003691,0.001791,1,1,106,55,1,1,1,106,35.112000,61.600000,55,2,1,1,1,1000,1,1,106,2100,0,1,0,0,0,0,0,1,0,0,1160,0,0,1100,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2200,1,1,111,21.276652,996.322212,141.894609,1,1,111,0.179915,0.042362,64.761584,0.011009,0.004467,0.004624,1,1,111,0.212944,0.034839,64.778257,1,1,111,0.999989,0.002089,0.003858,0.001771,1,1,111,55,1,1,1,111,41.602000,67.100000,55,2,1,1,1,1000,1,1,111,2200,0,1,0,0,0,0,0,1,0,0,1260,0,0,1200,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2300,1,1,116,21.235593,995.487365,148.942952,1,1,116,0.179862,0.036126,64.751051,0.010536,0.003414,0.004774,1,1,116,0.208570,0.025488,64.760111,1,1,116,0.999988,0.002163,0.004024,0.001750,1,1,116,55,1,1,1,116,48.642000,72.600000,55,2,1,1,1,1000,1,1,116,2300,0,1,0,0,0,0,0,1,0,0,1360,0,0,1300,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2400,1,1,121,21.191231,994.588079,156.540685,1,1,121,0.178928,0.029781,64.742121,0.009977,0.002348,0.004915,1,1,121,0.202969,0.016095,64.743416,1,1,121,0.999987,0.002234,0.004188,0.001728,1,1,121,55,1,1,1,121,56.232000,78.100000,55,2,1,1,1,1000,1,1,121,2400,0,1,0,0,0,0,0,1,0,0,1460,0,0,1400,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2500,1,1,126,21.143568,993.624500,164.687794,1,1,126,0.177117,0.023346,64.735051,0.009337,0.001273,0.005049,1,1,126,0.196201,0.006700,64.728559,1,1,126,0.999986,0.002303,0.004350,0.001705,1,1,126,55,1,1,1,126,64.372000,83.600000,55,2,1,1,1,1000,1,1,126,2500,0,1,0,0,0,0,0,1,0,0,1560,0,0,1500,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2600,1,1,131,21.092604,992.596780,173.384263,1,1,131,0.174440,0.016840,64.730045,0.008622,0.000194,0.005174,1,1,131,0.188334,-0.002659,64.715876,1,1,131,0.999986,0.002369,0.004512,0.001682,1,1,131,55,1,1,1,131,73.062000,89.100000,55,2,1,1,1,1000,1,1,131,2600,0,1,0,0,0,0,0,1,0,0,1660,0,0,1600,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2700,1,1,136,21.038337,991.505084,182.630079,1,1,136,0.170907,0.010283,64.727248,0.007836,-0.000885,0.005292,1,1,136,0.179445,-0.011945,64.705641,1,1,136,0.999985,0.002432,0.004672,0.001658,1,1,136,55,1,1,1,136,82.302000,94.600000,55,2,1,1,1,1000,1,1,136,2700,0,1,0,0,0,0,0,1,0,0,1760,0,0,1700,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2800,1,1,141,20.980768,990.349587,192.425232,1,1,141,0.166538,0.003695,64.726741,0.006988,-0.001962,0.005401,1,1,141,0.169616,-0.021119,64.698059,1,1,141,0.999984,0.002492,0.004830,0.001633,1,1,141,55,1,1,1,141,92.092000,100.100000,55,2,1,1,1,1000,1,1,141,2800,0,1,0,0,0,0,0,1,0,0,1860,0,0,1800,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,2900,1,1,146,20.919897,989.130471,202.769709,1,1,146,0.161353,-0.002904,64.728537,0.006083,-0.003031,0.005501,1,1,146,0.158934,-0.030146,64.693265,1,1,146,0.999983,0.002549,0.004987,0.001607,1,1,146,55,1,1,1,146,102.432000,105.600000,55,2,1,1,1,1000,1,1,146,2900,0,1,0,0,0,0,0,1,0,0,1960,0,0,1900,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,3000,1,1,151,20.855914,987.851666,213.631773,1,1,151,0.155378,-0.009495,-14.594065,0.005129,-0.004090,0.005592,1,1,151,0.147490,-0.038990,-14.635331,1,1,151,0.999982,0.002603,0.005142,0.001580,1,1,151,-24.326650,1,1,1,151,113.290269,109.513467,-24.326650,2,1,1,1,1000,1,1,151,3000,0,1,0,0,0,1,0,1,0,0,2060,50,0,2000,4294967295,0,0,NaN,NaN,NaN,NaN,300,NaN,NaN,1013.250000,1001.100000,0
TLM,3100,1,1,156,20.792235,986.580288,224.442039,1,1,156,0.148641,-0.016056,-13.959314,0.004133,-0.005133,0.005675,1,1,156,0.135381,-0.047617,-14.005878,1,1,156,0.999981,0.002653,0.005296,0.001553,1,1,156,-23.698082,1,1,1,156,124.097433,107.118759,-23.698082,2,1,1,3,1090,1,1,156,3100,0,1,1,0,0,0,0,1,0,1,2160,150,0,2100,40,1,0.090000,489.583685,367.367002,298.150000,191.433685,300,298.150000,1.850000,1013.250000,1001.100000,0
TLM,3200,1,1,161,20.729969,985.338004,235.015824,1,1,161,0.141177,-0.022569,-13.352085,0.003103,-0.006159,0.005748,1,1,161,0.122705,-0.055993,-13.403161,1,1,161,0.999980,0.002701,0.005448,0.001525,1,1,161,-23.098994,1,1,1,161,134.668814,104.785125,-23.098994,2,1,1,3,1240,1,1,161,3200,0,1,1,0,0,0,0,1,0,1,2260,250,0,2200,140,1,0.240000,489.533316,372.531467,298.157447,191.375869,300,298.157447,1.842553,1013.250000,1001.100000,0
TLM,3300,1,1,166,20.669080,984.124032,245.359060,1,1,166,0.133021,-0.029014,-12.770860,0.002049,-0.007162,0.005812,1,1,166,0.109560,-0.064087,-12.825587,1,1,166,0.999979,0.002745,0.005598,0.001496,1,1,166,-22.527632,1,1,1,166,145.010348,102.509722,-22.527632,2,1,1,3,1390,1,1,166,3300,0,1,1,0,0,0,0,1,0,1,2360,350,0,2300,240,1,0.390000,489.484695,377.535261,298.164925,191.319770,300,298.164925,1.835075,1013.250000,1001.100000,0
TLM,3400,1,1,171,20.609533,982.937628,255.477404,1,1,171,0.124213,-0.035371,-12.214302,0.000978,-0.008139,0.005867,1,1,171,0.096047,-0.071869,-12.271756,1,1,171,0.999979,0.002786,0.005746,0.001466,1,1,171,-21.982375,1,1,1,171,155.127695,100.289877,-21.982375,2,1,1,3,1540,1,1,171,3400,0,1,1,0,0,0,0,1,1,1,2460,450,0,2400,340,1,0.540000,489.437741,382.382208,298.172433,191.265307,300,298.172433,1.827567,1013.250000,1001.100000,0
TLM,3500,1,1,176,20.551296,981.778081,265.376257,1,1,176,0.114798,-0.041621,-11.681233,-0.000101,-0.009087,0.005913,1,1,176,0.082266,-0.079310,-11.740443,1,1,176,0.999978,0.002823,0.005892,0.001436,1,1,176,-21.461718,1,1,1,176,165.026260,98.123070,-21.461718,2,1,1,3,1690,1,1,176,3500,0,1,1,0,0,0,0,1,1,1,2560,550,0,2500,440,1,0.690000,489.392378,387.075993,298.179973,191.212405,300,298.179973,1.820027,1013.250000,1001.100000,0
TLM,3600,1,1,181,20.494338,980.644713,275.060778,1,1,181,0.104820,-0.047745,-11.170614,-0.001179,-0.010003,0.005949,1,1,181,0.068317,-0.086385,-11.230583,1,1,181,0.999977,0.002857,0.006037,0.001405,1,1,181,-20.964267,1,1,1,181,174.711202,96.006926,-20.964267,2,1,1,3,1840,1,1,181,3600,0,1,1,0,0,0,0,1,1,1,2660,650,0,2600,540,1,0.840000,489.348535,391.620165,298.187543,191.160992,300,298.187543,1.812457,1013.250000,1001.100000,0
TLM,3700,1,1,186,20.438630,979.536876,284.535900,1,1,186,0.094328,-0.053725,-10.681530,-0.002248,-0.010882,0.005975,1,1,186,0.054295,-0.093068,-10.741244,1,1,186,0.999976,0.002887,0.006180,0.001373,1,1,186,-20.488725,1,1,1,186,184.187452,93.939202,-20.488725,2,1,1,3,1990,1,1,186,3700,0,1,1,0,0,0,0,1,1,1,2760,750,0,2700,640,1,0.990000,489.306145,396.018148,298.195145,191.111000,300,298.195145,1.804855,1013.250000,1001.100000,0
TLM,3800,1,1,191,20.384143,978.453951,293.806339,1,1,191,0.083374,-0.059543,-10.213166,-0.003298,-0.011722,0.005992,1,1,191,0.040295,-0.099336,-10.271618,1,1,191,0.999975,0.002914,0.006320,0.001341,1,1,191,-20.033887,1,1,1,191,193.459725,91.917781,-20.033887,2,1,1,3,2000,1,1,191,3800,0,1,1,0,0,0,0,1,1,1,2860,850,0,2800,740,1,1,489.265144,400.273251,298.202780,191.062364,300,298.202780,1.797220,1013.250000,1001.100000,0
TLM,3900,1,1,196,20.330849,977.395348,302.876608,1,1,196,0.072013,-0.065180,-9.764789,-0.004322,-0.012520,0.006000,1,1,196,0.026407,-0.105171,-9.820993,1,1,196,0.999974,0.002937,0.006459,0.001308,1,1,196,-19.598631,1,1,1,196,202.532529,89.940660,-19.598631,2,1,1,3,2000,1,1,196,3900,0,1,1,0,0,0,0,1,1,1,2960,950,0,2900,840,1,1,489.225472,404.388675,298.210447,191.015025,300,298.210447,1.789553,1013.250000,1001.100000,0
TLM,4000,1,1,201,20.278724,976.360501,311.751027,1,1,201,0.060298,-0.070620,-9.335733,-0.005310,-0.013273,0.005997,1,1,201,0.012718,-0.110552,-9.388740,1,1,201,0.999973,0.002957,0.006595,0.001275,1,1,201,-19.181912,1,1,1,201,211.410180,88.005944,-19.181912,2,1,1,3,2000,1,1,201,4000,0,1,1,0,0,0,0,1,1,1,3060,1050,0,3000,940,1,1,489.187073,408.367518,298.218147,190.968926,300,298.218147,1.781853,1013.250000,1001.100000,0
TLM,4100,1,1,206,20.227742,975.348867,320.433735,1,1,206,0.048288,-0.075847,-8.925378,-0.006256,-0.013978,0.005986,1,1,206,-0.000692,-0.115464,-8.974294,1,1,206,0.999972,0.002973,0.006729,0.001240,1,1,206,-18.782754,1,1,1,206,220.096810,86.111839,-18.782754,2,1,1,3,2000,1,1,206,4100,0,1,1,0,0,0,0,1,1,1,3160,1150,0,3100,1040,1,1,489.149891,412.212787,298.225881,190.924011,300,298.225881,1.774119,1013.250000,1001.100000,0
TLM,4200,1,1,211,20.177879,974.359930,328.928698,1,1,211,0.036041,-0.080844,-8.533137,-0.007151,-0.014633,0.005964,1,1,211,-0.013745,-0.119894,-8.577136,1,1,211,0.999971,0.002985,0.006861,0.001205,1,1,211,-18.400247,1,1,1,211,228.596378,84.256644,-18.400247,2,1,1,3,2000,1,1,211,4200,0,1,1,0,0,0,0,1,1,1,3260,1250,0,3200,1140,1,1,489.113877,415.927402,298.233648,190.880229,300,298.233648,1.766352,1013.250000,1001.100000,0
TLM,4300,1,1,216,20.129112,973.393192,337.239719,1,1,216,0.023618,-0.085597,-8.158439,-0.007988,-0.015235,0.005933,1,1,216,-0.026374,-0.123829,-8.196779,1,1,216,0.999970,0.002994,0.006991,0.001170,1,1,216,-18.033542,1,1,1,216,236.912676,82.438745,-18.033542,2,1,1,3,2000,1,1,216,4300,0,1,1,0,0,0,0,1,1,1,3360,1350,0,3300,1240,1,1,489.078981,419.514200,298.241449,190.837532,300,298.241449,1.758551,1013.250000,1001.100000,0
TLM,4400,1,1,221,20.081420,972.448178,345.370446,1,1,221,0.011080,-0.090091,-7.800722,-0.008761,-0.015783,0.005893,1,1,221,-0.038514,-0.127261,-7.832755,1,1,221,0.999970,0.002999,0.007119,0.001134,1,1,221,-17.681842,1,1,1,221,245.049342,80.656609,-17.681842,2,1,1,3,2000,1,1,221,4400,0,1,1,0,0,0,0,1,1,1,3460,1450,0,3400,1340,1,1,489.045159,422.975946,298.249286,190.795873,300,298.249286,1.750714,1013.250000,1001.100000,0
TLM,4500,1,1,226,20.034782,971.524431,353.324379,1,1,226,-0.001513,-0.094312,-7.459412,-0.009462,-0.016273,0.005843,1,1,226,-0.050108,-0.130182,-7.484598,1,1,226,0.999969,0.003000,0.007244,0.001098,1,1,226,-17.344404,1,1,1,226,253.009865,78.908783,-17.344404,2,1,1,3,2000,1,1,226,4500,0,1,1,0,0,0,0,1,1,1,3560,1550,0,3500,1440,1,1,489.012365,426.315336,298.257157,190.755208,300,298.257157,1.742843,1013.250000,1001.100000,0
TLM,4600,1,1,231,19.989177,970.621513,361.104878,1,1,231,-0.014099,-0.098248,-7.133926,-0.010087,-0.016705,0.005784,1,1,231,-0.061108,-0.132589,-7.151839,1,1,231,0.999968,0.002998,0.007367,0.001061,1,1,231,-17.020530,1,1,1,231,260.797591,77.193881,-17.020530,2,1,1,3,2000,1,1,231,4600,0,1,1,0,0,0,0,1,1,1,3660,1650,0,3600,1540,1,1,488.980559,429.534999,298.265065,190.715494,300,298.265065,1.734935,1013.250000,1001.100000,0
TLM,4700,1,1,236,19.944586,969.739005,368.715173,1,1,236,-0.026615,-0.101887,-6.823655,-0.010631,-0.017077,0.005715,1,1,236,-0.071471,-0.134479,-6.833995,1,1,236,0.999967,0.002992,0.007488,0.001023,1,1,236,-16.709566,1,1,1,236,268.415734,75.510586,-16.709566,2,1,1,3,2000,1,1,236,4700,0,1,1,0,0,0,0,1,1,1,3760,1750,0,3700,1640,1,1,488.949701,432.637510,298.273008,190.676693,300,298.273008,1.726992,1013.250000,1001.100000,0
TLM,4800,1,1,241,19.900991,968.876504,376.158362,1,1,241,-0.039002,-0.105218,-6.527968,-0.011088,-0.017388,0.005638,1,1,241,-0.081161,-0.135853,-6.530558,1,1,241,0.999966,0.002983,0.007606,0.000985,1,1,241,-16.410901,1,1,1,241,275.867378,73.857646,-16.410901,2,1,1,3,2000,1,1,241,4800,0,1,1,0,0,0,0,1,1,1,3860,1850,0,3800,1740,1,1,488.919753,435.625386,298.280989,190.638765,300,298.280989,1.719011,1013.250000,1001.100000,0
TLM,4900,1,1,246,19.858373,968.033622,383.437427,1,1,246,-0.051197,-0.108231,-6.246201,-0.011456,-0.017635,0.005551,1,1,246,-0.090150,-0.136712,-6.240999,1,1,246,0.999965,0.002969,0.007721,0.000946,1,1,246,-16.123957,1,1,1,246,283.155487,72.233864,-16.123957,2,1,1,3,2000,1,1,246,4900,0,1,1,0,0,0,0,1,1,1,3960,1950,0,3900,1840,1,1,488.890680,438.501096,298.289006,190.601674,300,298.289006,1.710994,1013.250000,1001.100000,0
TLM,5000,1,1,251,19.816715,967.209987,390.555233,1,1,251,-0.063141,-0.110916,-5.977667,-0.011730,-0.017820,0.005456,1,1,251,-0.098418,-0.137062,-5.964759,1,1,251,0.999965,0.002952,0.007835,0.000907,1,1,251,-15.848195,1,1,1,251,290.282908,70.638101,-15.848195,2,1,1,3,2000,1,1,251,5000,0,1,1,0,0,0,0,1,1,1,4060,2050,0,4000,1940,1,1,488.862447,441.267065,298.297061,190.565386,300,298.297061,1.702939,1013.250000,1001.100000,0
TLM,5100,1,1,256,19.776002,966.405242,397.514536,1,1,256,-0.074776,-0.113266,-5.721646,-0.011910,-0.017940,0.005352,1,1,256,-0.105950,-0.136909,-5.701252,1,1,256,0.999964,0.002932,0.007945,0.000868,1,1,256,-15.583107,1,1,1,256,297.252377,69.069270,-15.583107,2,1,1,3,2000,1,1,256,5100,0,1,1,0,0,0,0,1,1,1,4160,2150,0,4100,2040,1,1,488.835022,443.925675,298.305155,190.529867,300,298.305155,1.694845,1013.250000,1001.100000,0
